timestamp,ppg,label,stage,hand
1582028391044,2657357,0,0,0
1582028391144,2657321,0,0,0
1582028391245,2657279,0,0,0
1582028391344,2657252,0,0,0
1582028391445,2657305,0,0,0
1582028391545,2657288,0,0,0
1582028391645,2657233,0,0,0
1582028391745,2657309,0,0,0
1582028391845,2657312,0,0,0
1582028391945,2657181,0,0,0
1582028392045,2657234,0,0,0
1582028392145,2657339,0,0,0
1582028392245,2657344,0,0,0
1582028392346,2657331,0,0,0
1582028392446,2657391,0,0,0
1582028392546,2657244,0,0,0
1582028392666,2657353,0,0,0
1582028392747,2657139,0,0,0
1582028392846,2657404,0,0,0
1582028392946,2657303,0,0,0
1582028393047,2657249,0,0,0
1582028393149,2657344,0,0,0
1582028393246,2657293,0,0,0
1582028393347,2657294,0,0,0
1582028393447,2657276,0,0,0
1582028393548,2657285,0,0,0
1582028393648,2657270,0,0,0
1582028393748,2657294,0,0,0
1582028393847,2657164,0,0,0
1582028393948,2657331,0,0,0
1582028394048,2657262,0,0,0
1582028394148,2657230,0,0,0
1582028394248,2657264,0,0,0
1582028394348,2657267,0,0,0
1582028394448,2657236,0,0,0
1582028394548,2657283,0,0,0
1582028394648,2657386,0,0,0
1582028394748,2657221,0,0,0
1582028394848,2657342,0,0,0
1582028394948,2657317,0,0,0
1582028395048,2657191,0,0,0
1582028395149,2657279,0,0,0
1582028395248,2657135,0,0,0
1582028395348,2657240,0,0,0
1582028395449,2657180,0,0,0
1582028395548,2657276,0,0,0
1582028395649,2657331,0,0,0
1582028395749,2657290,0,0,0
1582028395849,2657230,0,0,0
1582028395948,2657327,0,0,0
1582028396048,2657232,0,0,0
1582028396148,2657388,0,0,0
1582028396248,2657296,0,0,0
1582028396348,2657308,0,0,0
1582028396448,2657264,0,0,0
1582028396548,2657240,0,0,0
1582028396648,2657327,0,0,0
1582028396748,2657244,0,0,0
1582028396848,2657348,0,0,0
1582028396948,2657255,0,0,0
1582028397048,2657342,0,0,0
1582028397148,2657274,0,0,0
1582028397249,2657289,0,0,0
1582028397348,2657286,0,0,0
1582028397449,2657266,0,0,0
1582028397549,2657312,0,0,0
1582028397649,2657228,0,0,0
1582028397749,2657290,0,0,0
1582028397849,2657309,0,0,0
1582028397949,2657404,0,0,0
1582028398049,2657312,0,0,0
1582028398149,2657205,0,0,0
1582028398249,2657197,0,0,0
1582028398349,2657313,0,0,0
1582028398450,2657266,0,0,0
1582028398549,2657376,0,0,0
1582028398649,2657364,0,0,0
1582028398750,2657257,0,0,0
1582028398849,2657258,0,0,0
1582028398950,2657261,0,0,0
1582028399050,2657342,0,0,0
1582028399150,2657112,0,0,0
1582028399251,2661905,0,0,0
1582028399351,3804951,0,0,0
1582028399450,2182729,0,0,0
1582028399550,1946409,0,0,0
1582028399651,1918482,0,0,0
1582028399751,1913927,0,0,0
1582028399850,1912755,0,0,0
1582028399951,1912187,0,0,0
1582028400051,1911766,0,0,0
1582028400151,1911672,0,0,0
1582028400258,1911577,0,0,0
1582028400488,1912295,0,0,0
1582028400564,1917479,0,0,0
1582028400662,1925084,0,0,0
1582028400753,2080311,0,0,0
1582028400852,2861100,0,0,0
1582028400953,3219166,0,0,0
1582028401052,3134541,0,0,0
1582028401155,3238583,0,0,0
1582028401252,2953830,0,0,0
1582028401355,2942221,0,0,0
1582028401455,2862694,0,0,0
1582028401555,2871168,0,0,0
1582028401655,2878277,0,0,0
1582028401754,2884523,0,0,0
1582028401854,2888660,0,0,0
1582028401957,2889007,0,0,0
1582028402055,2887458,0,0,0
1582028402155,2888334,0,0,0
1582028402254,2890658,0,0,0
1582028402369,2896158,0,0,0
1582028402455,2946355,0,0,0
1582028402555,2974238,0,0,0
1582028402688,2889206,0,0,0
1582028402766,2883076,0,0,0
1582028402856,2890975,0,0,0
1582028402955,2935361,0,0,0
1582028403291,2908074,0,0,0
1582028403364,2906300,0,0,0
1582028403516,2903473,0,0,0
1582028403586,2908098,0,0,0
1582028403654,2915350,0,0,0
1582028403755,2917770,0,0,0
1582028403855,2923809,0,0,0
1582028403955,2927228,0,0,0
1582028404055,2944393,0,0,0
1582028404163,2952685,0,0,0
1582028404254,2958518,0,0,0
1582028404355,2963827,0,0,0
1582028404462,2963064,0,0,0
1582028404555,2954579,0,0,0
1582028404655,2945544,0,0,0
1582028404757,2943218,0,0,0
1582028404855,2940246,0,0,0
1582028404955,2946218,0,0,0
1582028405056,2953677,0,0,0
1582028405158,2965983,0,0,0
1582028405255,2974162,0,0,0
1582028405355,2974249,0,0,0
1582028405456,2978014,0,0,0
1582028405555,2980179,0,0,0
1582028405656,2981861,0,0,0
1582028405756,2983243,0,0,0
1582028405856,2985488,0,0,0
1582028405959,2983950,0,0,0
1582028406056,2981233,0,0,0
1582028406157,2981748,0,0,0
1582028406256,2982285,0,0,0
1582028406356,2997303,0,0,0
1582028406459,2993852,0,0,0
1582028406557,2977126,0,0,0
1582028406657,3000601,0,0,0
1582028406756,3018759,0,0,0
1582028406859,3011015,0,0,0
1582028406957,3031526,0,0,0
1582028407057,3183513,0,0,0
1582028407158,3235659,0,0,0
1582028407256,3304380,0,0,0
1582028407357,3368475,0,0,0
1582028407458,3308440,0,0,0
1582028407557,3308314,0,0,0
1582028407657,3240777,0,0,0
1582028407757,3185198,0,0,0
1582028407857,3123441,0,0,0
1582028407960,3151382,0,0,0
1582028408108,3229213,0,0,0
1582028408165,2606895,0,0,0
1582028408256,2314958,0,0,0
1582028408358,2303169,0,0,0
1582028408459,2262587,0,0,0
1582028408559,2184032,0,0,0
1582028408659,2079613,0,0,0
1582028408758,2121733,0,0,0
1582028408858,2167771,0,0,0
1582028408959,2096953,0,0,0
1582028409058,2055163,0,0,0
1582028409158,2022733,0,0,0
1582028409258,2029595,0,0,0
1582028409358,2058020,0,0,0
1582028409458,2048778,0,0,0
1582028409558,2028368,0,0,0
1582028409659,2031613,0,0,0
1582028409759,2031810,0,0,0
1582028409859,2029863,0,0,0
1582028409959,2033811,0,0,0
1582028410058,2040768,0,0,0
1582028410159,2021564,0,0,0
1582028410258,2031201,0,0,0
1582028410359,2015587,0,0,0
1582028410460,1990933,0,0,0
1582028410559,1963899,0,0,0
1582028410659,1945890,0,0,0
1582028410759,1936267,0,0,0
1582028410859,1946224,0,0,0
1582028410982,1950978,0,0,0
1582028411060,1962370,0,0,0
1582028411160,1979810,0,0,0
1582028411259,2042577,0,0,0
1582028411359,2074043,0,0,0
1582028411461,2038778,0,0,0
1582028411562,1988350,0,0,0
1582028411661,1989948,0,0,0
1582028411761,1992610,0,0,0
1582028411860,2010017,0,0,0
1582028411961,1995354,0,0,0
1582028412060,1995721,0,0,0
1582028412160,2028131,0,0,0
1582028412260,2018713,0,0,0
1582028412360,2122762,0,0,0
1582028412460,3129751,0,0,0
1582028412561,2823740,0,0,0
1582028412660,2807109,0,0,0
1582028412760,2885650,0,0,0
1582028412860,3046869,0,0,0
1582028412960,3203987,0,0,0
1582028413081,3300874,0,0,0
1582028413229,3073948,0,0,0
1582028413279,2722774,0,0,0
1582028413377,2460031,0,0,0
1582028413463,2841720,0,0,0
1582028413560,3330422,0,0,0
1582028413660,2902400,0,0,0
1582028413763,2875104,0,0,0
1582028413864,2875399,0,0,0
1582028413962,2872502,0,0,0
1582028414062,2873394,0,0,0
1582028414161,2888699,0,0,0
1582028414262,2901432,0,0,0
1582028414364,3026261,0,0,0
1582028414462,2985570,0,0,0
1582028414562,2911058,0,0,0
1582028414662,2907789,0,0,0
1582028414762,2973284,0,0,0
1582028414862,3003900,0,0,0
1582028414962,3056427,0,0,0
1582028415062,3003436,0,0,0
1582028415163,3038978,0,0,0
1582028415262,2959988,0,0,0
1582028415362,2980745,0,0,0
1582028415463,3030011,0,0,0
1582028415563,3053769,0,0,0
1582028415663,3092108,0,0,0
1582028415763,3111501,0,0,0
1582028415863,3100718,0,0,0
1582028415963,3134127,0,0,0
1582028416063,3317041,0,0,0
1582028416164,3318972,0,0,0
1582028416262,3009284,0,0,0
1582028416363,2894019,0,0,0
1582028416464,2895566,0,0,0
1582028416563,2904084,0,0,0
1582028416664,2901778,0,0,0
