timestamp,ppg,label,stage,hand
1581955594094,2414223,0,0,0
1581955594193,2413670,0,0,0
1581955594292,2413465,0,0,0
1581955594382,2413338,0,0,0
1581955594482,2413417,0,0,0
1581955594583,2413239,0,0,0
1581955594683,2412808,0,0,0
1581955594782,2412265,0,0,0
1581955594882,2412011,0,0,0
1581955594983,2411708,0,0,0
1581955595083,2411695,0,0,0
1581955595183,2411669,0,0,0
1581955595283,2411681,0,0,0
1581955595383,2411388,0,0,0
1581955595483,2411097,0,0,0
1581955595583,2410747,0,0,0
1581955595683,2410640,0,0,0
1581955595783,2410550,0,0,0
1581955595883,2410689,0,0,0
1581955595983,2410705,0,0,0
1581955596083,2410569,0,0,0
1581955596183,2410427,0,0,0
1581955596294,2410209,0,0,0
1581955596394,2410161,0,0,0
1581955596494,2410253,0,0,0
1581955596595,2410345,0,0,0
1581955596684,2410338,0,0,0
1581955596784,2410237,0,0,0
1581955596884,2409955,0,0,0
1581955596984,2409729,0,0,0
1581955597084,2409771,0,0,0
1581955597185,2409731,0,0,0
1581955597284,2409631,0,0,0
1581955597384,2409968,0,0,0
1581955597485,2409755,0,0,0
1581955597585,2409340,0,0,0
1581955597685,2409085,0,0,0
1581955597785,2408524,0,0,0
1581955597885,2407832,0,0,0
1581955597985,2408438,0,0,0
1581955598085,2409562,0,0,0
1581955598185,2409246,0,0,0
1581955598295,2409702,0,0,0
1581955598396,2409957,0,0,0
1581955598497,2410193,0,0,0
1581955598597,2409677,0,0,0
1581955598697,2410866,0,0,0
1581955598797,2413026,0,0,0
1581955598897,2413271,0,0,0
1581955598988,2412335,0,0,0
1581955599088,2411641,0,0,0
1581955599187,2411632,0,0,0
1581955599287,2411654,0,0,0
1581955599387,2412105,0,0,0
1581955599487,2412910,0,0,0
1581955599587,2413692,0,0,0
1581955599689,2414014,0,0,0
1581955599787,2414402,0,0,0
1581955599887,2414667,0,0,0
1581955599987,2414771,0,0,0
1581955600087,2414843,0,0,0
1581955600187,2414732,0,0,0
1581955600288,2414539,0,0,0
1581955600388,2414562,0,0,0
1581955600488,2414584,0,0,0
1581955600590,2414796,0,0,0
1581955600688,2414746,0,0,0
1581955600788,2414387,0,0,0
1581955600888,2414159,0,0,0
1581955600988,2414183,0,0,0
1581955601088,2414019,0,0,0
1581955601188,2414238,0,0,0
1581955601298,2414229,0,0,0
1581955601398,2413887,0,0,0
1581955601499,2413735,0,0,0
1581955601598,2413654,0,0,0
1581955601700,2413563,0,0,0
1581955601799,2413718,0,0,0
1581955601899,2413893,0,0,0
1581955601999,2413962,0,0,0
