timestamp,hrv,label,stage,hand
1582540361927,0.0,0,5,0
1582540362928,0.0,0,5,0
1582540363919,0.0,0,5,0
1582540364919,0.0,0,5,0
1582540365922,0.0,0,5,0
1582540366921,0.0,0,5,0
1582540367921,0.0,0,5,0
1582540368922,0.0,0,5,0
1582540369924,0.0,0,5,0
1582540370923,0.0,0,5,0
1582540371934,0.0,0,5,0
1582540372935,0.0,0,5,0
1582540373925,88.0,0,5,0
1582540374926,87.0,0,5,0
1582540375927,86.0,0,5,0
1582540376937,87.0,0,5,0
1582540377938,87.0,0,5,0
1582540378939,87.0,0,5,0
1582540379929,88.0,0,5,0
1582540380940,88.0,0,5,0
1582540381941,88.0,0,5,0
1582540382941,88.0,0,5,0
1582540383932,88.0,0,5,0
1582540384933,89.0,0,5,0
1582540385934,89.0,0,5,0
1582540386934,89.0,0,5,0
1582540387934,89.0,0,5,0
1582540388935,89.0,0,5,0
1582540389936,88.0,0,5,0
1582540390937,88.0,0,5,0
1582540391947,88.0,0,5,0
1582540392948,87.0,0,5,0
1582540393938,87.0,0,5,0
1582540394939,87.0,0,5,0
1582540395940,89.0,0,5,0
1582540396941,90.0,0,5,0
1582540397941,89.0,0,5,0
1582540398952,89.0,0,5,0
1582540399942,87.0,0,5,0
1582540400954,87.0,0,5,0
1582540401954,85.0,0,5,0
1582540402955,84.0,0,5,0
1582540403945,84.0,0,5,0
1582540404946,84.0,0,5,0
1582540405947,84.0,0,5,0
1582540406957,85.0,0,5,0
1582540407958,85.0,0,5,0
1582540408959,86.0,0,5,0
1582540409949,85.0,0,5,0
1582540410950,85.0,0,5,0
1582540411961,85.0,0,5,0
1582540412961,85.0,0,5,0
1582540413952,86.0,0,5,0
1582540414953,86.0,0,5,0
1582540415954,85.0,0,5,0
1582540416954,85.0,0,5,0
1582540417955,86.0,0,5,0
1582540418955,87.0,0,5,0
1582540419956,87.0,0,5,0
1582540420957,87.0,0,5,0
1582540421967,87.0,0,5,0
1582540422968,88.0,0,5,0
1582540423958,87.0,0,5,0
1582540424959,87.0,0,5,0
1582540425960,86.0,0,5,0
1582540426971,87.0,0,5,0
1582540427961,87.0,0,5,0
1582540428962,88.0,0,5,0
1582540429963,88.0,0,5,0
1582540430964,88.0,0,5,0
1582540431964,88.0,0,5,0
