timestamp,x,y,z,label,stage,hand
1582538875086,0.349352,-0.069392,9.946963,0,0,0
1582538875187,0.382852,-0.066999,9.990034,0,0,0
1582538875288,0.435494,-0.045464,9.946963,0,0,0
1582538875387,0.404387,-0.026321,9.954143,0,0,0
1582538875487,0.425922,-0.040678,9.966106,0,0,0
1582538875587,0.433101,-0.055035,9.911072,0,0,0
1582538875687,0.370888,-0.043071,9.954143,0,0,0
1582538875787,0.366102,-0.035892,10.011569,0,0,0
1582538875887,0.378066,-0.055035,9.990034,0,0,0
1582538875987,0.387637,-0.090927,9.949356,0,0,0
1582538876087,0.382852,-0.069392,9.975677,0,0,0
1582538876187,0.387637,-0.0335,9.925428,0,0,0
1582538876287,0.416351,-0.035892,9.899107,0,0,0
1582538876387,0.378066,-0.069392,9.925428,0,0,0
1582538876487,0.363709,-0.066999,9.958927,0,0,0
1582538876587,0.416351,-0.066999,9.97807,0,0,0
1582538876687,0.370888,-0.009571,9.946963,0,0,0
1582538876787,0.39003,-0.050249,9.879964,0,0,0
1582538876887,0.387637,-0.064606,9.901501,0,0,0
1582538876987,0.425922,-0.055035,9.920642,0,0,0
1582538877089,0.354138,-0.040678,9.975677,0,0,0
1582538877211,0.370888,-0.095713,9.994821,0,0,0
1582538877288,0.404387,-0.045464,9.95175,0,0,0
1582538877388,0.368495,-0.050249,9.923036,0,0,0
1582538877488,0.380459,-0.055035,9.908678,0,0,0
1582538877588,0.413958,-0.031107,9.96132,0,0,0
1582538877688,0.392423,-0.01675,9.942179,0,0,0
1582538877788,0.411566,-0.071785,9.958927,0,0,0
1582538877888,0.378066,-0.069392,9.949356,0,0,0
1582538877988,0.346959,-0.083749,9.944571,0,0,0
1582538878096,0.387637,-0.050249,9.942179,0,0,0
1582538878189,0.404387,-0.057428,9.944571,0,0,0
1582538878288,0.421137,-0.050249,9.944571,0,0,0
1582538878388,0.375673,-0.057428,9.923036,0,0,0
1582538878488,0.37328,-0.090927,10.013963,0,0,0
1582538878589,0.418744,-0.038285,9.982857,0,0,0
1582538878689,0.401994,-0.071785,9.95175,0,0,0
1582538878789,0.356531,-0.043071,9.915856,0,0,0
1582538878889,0.380459,-0.043071,9.915856,0,0,0
1582538878989,0.413958,-0.078963,9.915856,0,0,0
1582538879091,0.387637,-0.064606,9.937392,0,0,0
1582538879189,0.40678,-0.081356,9.937392,0,0,0
1582538879289,0.392423,-0.05982100000000001,9.96132,0,0,0
1582538879389,0.399601,-0.069392,9.980463,0,0,0
1582538879489,0.382852,-0.019143,9.908678,0,0,0
1582538879589,0.418744,-0.074178,9.944571,0,0,0
1582538879689,0.452243,-0.050249,9.901501,0,0,0
1582538879789,0.375673,-0.086142,9.927821,0,0,0
1582538879889,0.411566,-0.114855,9.939785,0,0,0
1582538879990,0.425922,-0.031107,9.946963,0,0,0
1582538880090,0.409173,-0.0335,9.944571,0,0,0
1582538880190,0.425922,-0.0335,9.946963,0,0,0
1582538880290,0.445065,0.007178,9.927821,0,0,0
1582538880390,0.457029,-0.090927,9.903893,0,0,0
1582538880490,0.42353,-0.069392,9.96132,0,0,0
1582538880590,0.442672,-0.07657,9.975677,0,0,0
1582538880690,0.363709,-0.047856,9.963714,0,0,0
1582538880790,0.378066,-0.133998,9.95175,0,0,0
1582538880890,0.428315,-0.035892,9.958927,0,0,0
1582538880990,0.413958,-0.035892,9.97807,0,0,0
1582538881090,0.404387,-0.062213,9.949356,0,0,0
1582538881190,0.430708,-0.062213,9.891929,0,0,0
1582538881290,0.325424,-0.095713,9.906286,0,0,0
1582538881391,0.346959,-0.043071,9.918249,0,0,0
1582538881490,0.394816,-0.078963,9.911072,0,0,0
1582538881590,0.382852,-0.0335,9.946963,0,0,0
1582538881691,0.392423,-0.040678,9.963714,0,0,0
1582538881791,0.392423,-0.035892,9.817751,0,0,0
1582538881892,0.368495,-0.023928,9.934999,0,0,0
1582538881991,0.368495,-0.062213,9.944571,0,0,0
1582538882091,0.428315,-0.035892,9.97807,0,0,0
1582538882191,0.380459,0.023928,9.942179,0,0,0
1582538882291,0.39003,-0.074178,9.958927,0,0,0
1582538882391,0.368495,-0.035892,9.927821,0,0,0
1582538882491,0.375673,-0.098106,9.982857,0,0,0
1582538882591,0.397209,-0.052642,9.980463,0,0,0
1582538882691,0.387637,-0.026321,9.975677,0,0,0
1582538882791,0.392423,-0.047856,9.915856,0,0,0
1582538882892,0.404387,-0.064606,9.930215,0,0,0
1582538882992,0.361316,-0.052642,9.913465,0,0,0
1582538883092,0.394816,-0.047856,9.944571,0,0,0
1582538883192,0.401994,-0.083749,9.939785,0,0,0
1582538883293,0.430708,-0.055035,9.975677,0,0,0
1582538883392,0.363709,-0.043071,9.937392,0,0,0
1582538883492,0.478565,-0.100499,9.915856,0,0,0
1582538883592,0.413958,-0.131605,9.958927,0,0,0
1582538883692,0.40678,-0.114855,9.930215,0,0,0
