timestamp,hrv,label,stage,hand
1582561779841,0.0,1,4,d
1582561780831,0.0,1,4,d
1582561781832,0.0,1,4,d
1582561782832,0.0,1,4,d
1582561783844,0.0,1,4,d
1582561784845,0.0,1,4,d
1582561785835,0.0,1,4,d
1582561786835,0.0,1,4,d
1582561787837,0.0,1,4,d
1582561788837,0.0,1,4,d
1582561789848,0.0,1,4,d
1582561790838,0.0,1,4,d
1582561791839,65.0,1,4,d
1582561792839,65.0,1,4,d
1582561793851,64.0,1,4,d
1582561794851,64.0,1,4,d
1582561795841,63.0,1,4,d
1582561796842,63.0,1,4,d
1582561797843,63.0,1,4,d
1582561798845,62.0,1,4,d
1582561799845,63.0,1,4,d
1582561800845,63.0,1,4,d
1582561801845,63.0,1,4,d
1582561802848,63.0,1,4,d
1582561803858,64.0,1,4,d
1582561804857,65.0,1,4,d
1582561805848,65.0,0,4,0
1582561806848,66.0,0,4,0
1582561807849,67.0,0,4,0
1582561808851,67.0,0,4,0
1582561809861,67.0,0,4,0
1582561810851,67.0,2,4,b
1582561811852,67.0,2,4,b
1582561812852,67.0,2,4,b
1582561813855,67.0,2,4,b
1582561814854,66.0,2,4,b
1582561815855,66.0,2,4,b
1582561816855,66.0,2,4,b
1582561817857,65.0,2,4,b
1582561818867,65.0,2,4,b
1582561819857,65.0,2,4,b
1582561820858,64.0,2,4,b
1582561821858,64.0,2,4,b
1582561822859,64.0,2,4,b
1582561823871,64.0,2,4,b
1582561824871,64.0,2,4,b
1582561825862,64.0,2,4,b
1582561826862,64.0,2,4,b
1582561827873,64.0,2,4,b
1582561828874,63.0,2,4,b
1582561829875,63.0,2,4,b
1582561830865,63.0,2,4,b
1582561831865,62.0,2,4,b
1582561832877,63.0,2,4,b
1582561833877,63.0,2,4,b
1582561834877,63.0,2,4,b
1582561835868,63.0,2,4,b
1582561836868,64.0,2,4,b
1582561837869,64.0,2,4,b
1582561838871,63.0,2,4,b
1582561839882,63.0,2,4,b
1582561840871,64.0,2,4,b
1582561841873,64.0,2,4,b
1582561842873,65.0,2,4,b
1582561843875,66.0,2,4,b
1582561844885,66.0,2,4,b
1582561845875,66.0,2,4,b
1582561846875,68.0,2,4,b
1582561847877,68.0,2,4,b
1582561848877,69.0,2,4,b
1582561849888,68.0,0,4,0
1582561850878,68.0,0,4,0
1582561851879,69.0,0,4,0
1582561852879,69.0,0,4,0
1582561853891,69.0,0,4,0
1582561854891,70.0,0,4,0
1582561855881,71.0,0,4,0
1582561856893,71.0,0,4,0
1582561857893,70.0,0,4,0
1582561858896,70.0,0,4,0
1582561859895,69.0,0,4,0
1582561860885,69.0,0,4,0
1582561861885,68.0,0,4,0
1582561862886,69.0,0,4,0
1582561863897,69.0,0,4,0
1582561864897,68.0,0,4,0
1582561865889,68.0,0,4,0
1582561866889,69.0,0,4,0
1582561867889,71.0,0,4,0
1582561868891,72.0,2,4,b
1582561869891,74.0,2,4,b
1582561870891,75.0,2,4,b
1582561871893,75.0,2,4,b
1582561872903,77.0,2,4,b
1582561873905,77.0,2,4,b
1582561874905,77.0,2,4,b
1582561875895,77.0,2,4,b
1582561876896,76.0,2,4,b
1582561877907,76.0,0,4,0
1582561878907,77.0,0,4,0
1582561879908,78.0,0,4,0
1582561880899,79.0,0,4,0
1582561881899,80.0,0,4,0
1582561882899,79.0,0,4,0
1582561883902,78.0,0,4,0
1582561884901,78.0,0,4,0
1582561885902,77.0,0,4,0
1582561886902,75.0,0,4,0
1582561887903,75.0,0,4,0
1582561888918,74.0,0,4,0
1582561889915,74.0,0,4,0
1582561890905,73.0,0,4,0
1582561891906,72.0,0,4,0
1582561892906,71.0,0,4,0
1582561893918,70.0,0,4,0
1582561894917,69.0,0,4,0
1582561895909,68.0,0,4,0
1582561896909,68.0,0,4,0
1582561897910,67.0,0,4,0
1582561898911,66.0,0,4,0
1582561899921,66.0,0,4,0
1582561900911,66.0,0,4,0
1582561901913,66.0,0,4,0
1582561902913,66.0,0,4,0
1582561903925,67.0,0,4,0
1582561904925,67.0,0,4,0
1582561905915,67.0,0,4,0
1582561906915,68.0,0,4,0
1582561907917,68.0,0,4,0
1582561908927,68.0,0,4,0
1582561909928,68.0,0,4,0
1582561910918,68.0,0,4,0
1582561911919,68.0,0,4,0
1582561912919,69.0,0,4,0
1582561913921,70.0,0,4,0
1582561914932,71.0,0,4,0
1582561915922,71.0,0,4,0
1582561916923,72.0,0,4,0
1582561917923,74.0,0,4,0
1582561918935,75.0,0,4,0
1582561919935,76.0,0,4,0
1582561920925,77.0,0,4,0
1582561921926,77.0,0,4,0
1582561922937,77.0,0,4,0
1582561923927,78.0,0,4,0
1582561924938,80.0,0,4,0
1582561925929,82.0,0,4,0
1582561926929,82.0,0,4,0
1582561927930,81.0,0,4,0
1582561928931,80.0,0,4,0
1582561929941,78.0,0,4,0
1582561930931,77.0,0,4,0
1582561931933,76.0,0,4,0
1582561932943,75.0,0,4,0
1582561933946,73.0,0,4,0
1582561934945,73.0,0,4,0
1582561935935,71.0,0,4,0
1582561936935,71.0,0,4,0
1582561937937,69.0,0,4,0
1582561938948,69.0,0,4,0
1582561939948,68.0,0,4,0
1582561940939,68.0,0,4,0
1582561941939,67.0,0,4,0
1582561942939,68.0,0,4,0
1582561943941,69.0,0,4,0
1582561944951,70.0,0,4,0
1582561945952,71.0,0,4,0
1582561946953,71.0,0,4,0
1582561947943,73.0,0,4,0
1582561948946,74.0,0,4,0
1582561949955,75.0,1,4,d
1582561950945,74.0,1,4,d
1582561951946,73.0,0,4,0
1582561952960,72.0,0,4,0
1582561953958,71.0,0,4,0
1582561954958,70.0,0,4,0
1582561955949,69.0,0,4,0
1582561956949,71.0,0,4,0
1582561957950,72.0,0,4,0
1582561958952,72.0,0,4,0
1582561959961,72.0,0,4,0
1582561960951,73.0,0,4,0
1582561961953,74.0,0,4,0
1582561962953,75.0,0,4,0
1582561963967,76.0,0,4,0
1582561964965,77.0,0,4,0
1582561965955,76.0,0,4,0
1582561966955,75.0,0,4,0
1582561967957,75.0,0,4,0
1582561968957,74.0,0,4,0
1582561969968,73.0,0,4,0
1582561970959,73.0,1,4,d
1582561971959,72.0,1,4,d
1582561972959,72.0,1,4,d
1582561973961,71.0,1,4,d
1582561974971,70.0,1,4,d
1582561975962,69.0,1,4,d
1582561976963,68.0,1,4,d
1582561977973,67.0,1,4,d
1582561978977,66.0,1,4,d
1582561979966,65.0,1,4,d
1582561980965,64.0,1,4,d
1582561981966,65.0,0,0,0
1582561982977,65.0,0,0,0
1582561983978,66.0,0,0,0
1582561984978,65.0,0,0,0
1582561985969,66.0,0,0,0
1582561986969,65.0,0,0,0
1582561987969,66.0,0,0,0
1582561988973,66.0,0,0,0
1582561989981,67.0,0,0,0
1582561990971,67.0,0,0,0
1582561991973,66.0,0,0,0
1582561992973,67.0,0,0,0
1582561993986,68.0,0,0,0
1582561994985,70.0,0,0,0
1582561995975,69.0,0,0,0
1582561996975,69.0,0,0,0
1582561997987,71.0,0,0,0
1582561998988,73.0,0,0,0
1582561999988,76.0,0,0,0
1582562000979,77.0,0,0,0
1582562001979,77.0,0,0,0
1582562002979,77.0,0,0,0
1582562003982,76.0,0,0,0
1582562004991,76.0,0,0,0
1582562005982,75.0,0,0,0
1582562006983,75.0,0,0,0
1582562007993,74.0,0,0,0
1582562009000,73.0,0,0,0
1582562009995,73.0,0,0,0
1582562010985,72.0,0,0,0
1582562011986,71.0,0,0,0
1582562012987,70.0,0,0,0
1582562013988,69.0,0,0,0
1582562014988,68.0,0,0,0
1582562015989,68.0,0,0,0
1582562016989,69.0,0,0,0
1582562017990,71.0,0,0,0
1582562018991,72.0,0,0,0
1582562019991,72.0,0,0,0
1582562020994,72.0,0,0,0
1582562021993,73.0,0,0,0
1582562022993,72.0,0,0,0
1582562024006,73.0,0,5,0
1582562025005,73.0,0,5,0
1582562026000,74.0,0,5,0
1582562026996,74.0,0,5,0
1582562027997,73.0,0,5,0
1582562029008,74.0,0,5,0
1582562030008,75.0,0,5,0
1582562030999,74.0,0,5,0
1582562031999,73.0,0,5,0
1582562033000,74.0,0,5,0
1582562034012,75.0,0,5,0
1582562035011,76.0,0,5,0
1582562036002,77.0,0,5,0
1582562037003,77.0,0,5,0
1582562038005,77.0,0,5,0
1582562039011,76.0,0,5,0
1582562040005,76.0,0,5,0
1582562041005,76.0,0,5,0
1582562042006,75.0,0,5,0
1582562043007,75.0,0,5,0
1582562044008,75.0,0,5,0
1582562045008,74.0,0,5,0
1582562046009,74.0,0,5,0
1582562047009,73.0,0,5,0
1582562048010,73.0,0,5,0
1582562049011,73.0,0,5,0
1582562050011,73.0,0,5,0
1582562051012,73.0,0,5,0
1582562052013,72.0,0,5,0
1582562053023,72.0,0,5,0
1582562054026,72.0,0,5,0
1582562055025,71.0,0,5,0
1582562056015,71.0,0,5,0
1582562057016,72.0,0,5,0
1582562058017,71.0,0,5,0
1582562059028,70.0,0,5,0
1582562060028,71.0,0,5,0
1582562061019,71.0,0,5,0
1582562062019,72.0,0,5,0
1582562063021,73.0,0,5,0
1582562064032,75.0,0,5,0
1582562065031,76.0,0,5,0
1582562066022,76.0,0,5,0
1582562067023,77.0,0,5,0
1582562068023,78.0,0,5,0
1582562069039,79.0,0,5,0
1582562070035,79.0,0,5,0
1582562071025,79.0,0,5,0
1582562072026,79.0,0,5,0
1582562073027,80.0,0,5,0
1582562074038,80.0,0,5,0
1582562075028,80.0,0,5,0
1582562076029,80.0,0,5,0
1582562077029,78.0,0,5,0
1582562078030,78.0,0,5,0
1582562079032,77.0,0,5,0
1582562080031,76.0,0,5,0
1582562081042,75.0,0,5,0
1582562082033,75.0,0,5,0
1582562083033,74.0,0,5,0
1582562084046,73.0,0,5,0
1582562085045,72.0,0,5,0
1582562086035,71.0,0,5,0
1582562087036,71.0,0,5,0
1582562088038,72.0,0,5,0
1582562089038,73.0,0,5,0
1582562090038,74.0,0,5,0
1582562091040,75.0,0,5,0
1582562092040,73.0,0,5,0
1582562093042,73.0,0,5,0
1582562094042,72.0,0,5,0
1582562095051,71.0,0,5,0
1582562096052,69.0,0,5,0
1582562097053,69.0,0,5,0
1582562098044,68.0,0,5,0
1582562099057,68.0,0,5,0
1582562100046,68.0,0,5,0
1582562101045,68.0,0,5,0
1582562102046,68.0,0,5,0
1582562103047,68.0,0,5,0
1582562104058,68.0,0,5,0
1582562105058,69.0,0,5,0
1582562106049,69.0,0,5,0
1582562107049,69.0,0,5,0
1582562108050,69.0,0,5,0
1582562109052,68.0,0,5,0
1582562110051,68.0,0,5,0
1582562111052,67.0,0,5,0
1582562112053,66.0,0,5,0
1582562113053,66.0,0,5,0
1582562114065,67.0,0,5,0
1582562115065,67.0,0,5,0
1582562116055,68.0,0,5,0
1582562117056,68.0,0,5,0
1582562118057,68.0,0,5,0
1582562119068,69.0,0,5,0
1582562120068,69.0,0,5,0
1582562121059,70.0,0,5,0
1582562122079,71.0,0,5,0
1582562123060,72.0,0,5,0
1582562124065,72.0,0,5,0
1582562125061,73.0,0,5,0
1582562126063,73.0,0,5,0
1582562127063,75.0,0,5,0
1582562128065,75.0,0,5,0
1582562129066,74.0,0,5,0
1582562130076,74.0,0,5,0
1582562131065,73.0,0,5,0
1582562132066,72.0,0,5,0
1582562133067,71.0,0,5,0
1582562134078,70.0,0,5,0
1582562135068,70.0,0,5,0
1582562136070,70.0,0,5,0
