timestamp,ppg,label,stage,hand
1582811242031,4199993,0,1,0
1582811242126,4200284,0,1,0
1582811242227,4200183,0,1,0
1582811242329,4200263,0,1,0
1582811242428,2936549,0,1,0
1582811242530,2894636,0,1,0
1582811242630,3475494,0,1,0
1582811242728,3564190,0,1,0
1582811242828,3565007,0,1,0
1582811242928,3887427,0,1,0
1582811243028,3893200,0,1,0
1582811243128,4036667,0,1,0
1582811243228,4059552,0,1,0
1582811243328,4061033,0,1,0
1582811243428,4151019,0,1,0
1582811243529,4153606,0,1,0
1582811243628,3163900,0,1,0
1582811243728,3144005,0,1,0
1582811243832,3143147,0,1,0
1582811243931,3142427,0,1,0
1582811244032,3141808,0,1,0
1582811244132,3140885,0,1,0
1582811244232,3140559,0,1,0
1582811244331,3140523,0,1,0
1582811244432,3140533,0,1,0
1582811244532,3140318,0,1,0
1582811244632,3139190,0,1,0
1582811244733,3138950,0,1,0
1582811244832,3138909,0,1,0
1582811244932,3139163,0,1,0
1582811245032,3139308,0,1,0
1582811245133,3139509,0,1,0
1582811245232,3139557,0,1,0
1582811245335,3139667,0,1,0
1582811245432,3140024,0,1,0
1582811245533,3139068,0,1,0
1582811245633,3138352,0,1,0
1582811245733,3137843,0,1,0
1582811245837,3137216,0,1,0
1582811245938,3136494,0,1,0
1582811246037,3137305,0,1,0
1582811246137,3138188,0,1,0
1582811246238,3138433,0,1,0
1582811246337,3137898,0,1,0
1582811246437,3138102,0,1,0
1582811246537,3139106,0,1,0
1582811246637,3140061,0,1,0
1582811246737,3140930,0,1,0
1582811246838,3140995,0,1,0
1582811246937,3140051,0,1,0
1582811247037,3138488,0,1,0
1582811247138,3139076,0,1,0
1582811247238,3141954,0,1,0
1582811247338,3144677,0,1,0
1582811247438,3146663,0,1,0
1582811247538,3150804,0,1,0
1582811247638,3153092,0,1,0
1582811247738,3152251,0,1,0
1582811247840,3150801,0,1,0
1582811247946,3149706,0,1,0
1582811248041,3148092,0,1,0
1582811248227,3146655,0,1,0
1582811248240,3145362,0,1,0
1582811248340,3143365,0,1,0
1582811248440,3139627,0,1,0
1582811248539,3136337,0,1,0
1582811248640,3134209,0,1,0
1582811248739,3131891,0,1,0
1582811248841,3130326,0,1,0
1582811248941,3129440,0,1,0
1582811249041,3129599,0,1,0
1582811249141,3127272,0,1,0
1582811249242,3124796,0,1,0
1582811249342,3124138,0,1,0
1582811249442,3123238,0,1,0
1582811249543,3122587,0,1,0
1582811249642,3124353,0,1,0
1582811249741,3126124,0,1,0
1582811249842,3124979,0,1,0
1582811249941,3122624,0,1,0
1582811250041,3122405,0,1,0
1582811250142,3120577,0,1,0
1582811250242,3117856,0,1,0
1582811250342,3116124,0,1,0
1582811250442,3114730,0,1,0
1582811250542,3098134,0,1,0
1582811250642,3108689,0,1,0
1582811250742,3122162,0,1,0
1582811250845,3147986,0,1,0
1582811250942,3167516,0,1,0
1582811251042,3175912,0,1,0
1582811251142,3173816,0,1,0
1582811251243,3183646,0,1,0
1582811251345,3180656,0,1,0
1582811251444,3176760,0,1,0
1582811251543,3173668,0,1,0
1582811251643,3171111,0,1,0
1582811251743,3168112,0,1,0
1582811251843,3164746,0,1,0
1582811251943,3162701,0,1,0
1582811252043,3159725,0,1,0
1582811252143,3157263,0,1,0
1582811252244,3155814,0,1,0
1582811252343,3156068,0,1,0
1582811252443,3159757,0,1,0
1582811252544,3157977,0,1,0
1582811252645,3152108,0,1,0
1582811252744,3144284,0,1,0
1582811252844,3135817,0,1,0
1582811252943,3124561,0,1,0
1582811253044,3112080,0,1,0
1582811253144,3103382,0,1,0
1582811253244,3101936,0,1,0
1582811253346,3102867,0,1,0
1582811253444,3103446,0,1,0
1582811253544,3104629,0,1,0
1582811253644,3105001,0,1,0
1582811253744,3102921,0,1,0
1582811253846,3100373,0,1,0
1582811253944,3099637,0,1,0
1582811254045,3097719,0,1,0
1582811254144,3092759,0,1,0
1582811254245,3090517,0,1,0
1582811254345,3090692,0,1,0
1582811254444,3093073,0,1,0
1582811254545,3097236,0,1,0
1582811254645,3101494,0,1,0
1582811254745,3104240,0,1,0
1582811254845,3103968,0,1,0
1582811254945,3103878,0,1,0
1582811255045,3104383,0,1,0
1582811255145,3104695,0,1,0
1582811255246,3105447,0,1,0
1582811255345,3107072,0,1,0
1582811255445,3108946,0,1,0
1582811255545,3109915,0,1,0
1582811255645,3107673,0,1,0
1582811255747,3105563,0,1,0
1582811255847,3104284,0,1,0
1582811255947,3102441,0,1,0
1582811256047,3101366,0,1,0
1582811256147,3100517,0,1,0
1582811256247,3096594,0,1,0
1582811256346,3091738,0,1,0
1582811256447,3088503,0,1,0
1582811256546,3085787,0,1,0
1582811256649,3083389,0,1,0
1582811256747,3082037,0,1,0
1582811256846,3080889,0,1,0
1582811256946,3075291,0,1,0
1582811257046,3069502,0,1,0
1582811257146,3065214,0,1,0
1582811257246,3061030,0,1,0
1582811257349,3057583,0,1,0
1582811257448,3054608,0,1,0
1582811257548,3052305,0,1,0
1582811257649,3046052,0,1,0
1582811257749,3036915,0,1,0
1582811257849,3029633,0,1,0
1582811257949,3024620,0,1,0
1582811258048,3020273,0,1,0
1582811258147,3017743,0,1,0
